,battery_power,bluetooth,clock_speed,dual_sim,front_camera,four_g,int_memory,m_dep,mobile_wt,n_cores,primary_camera,px_height,px_width,ram,screen_height,screen_width,talk_time,three_g,touch_screen,wifi,price_range
222,1225,yes,2.1,yes,8,no,13,0.5,116,4,12,759.0,1404,3836,12,11.0,11,no,no,no,very_high_cost
223,1452,yes,0.5,yes,1,yes,25,0.9,123,6,11,42.0,1040,2669,12,10.0,13,yes,no,no,high_cost
224,1686,yes,2.8,yes,3,no,38,0.1,166,4,4,397.0,1453,2958,14,11.0,2,no,no,no,very_high_cost
225,1634,yes,1.4,no,1,yes,17,0.2,200,2,5,964.0,1677,3031,11,6.0,6,yes,yes,yes,very_high_cost
226,1708,yes,2.4,yes,18,yes,49,0.1,109,1,19,233.0,517,3388,6,4.0,16,yes,yes,yes,very_high_cost
227,1151,yes,2.9,yes,0,no,31,0.6,128,8,1,1022.0,1560,2377,18,8.0,13,no,yes,no,high_cost
228,1578,no,1.9,yes,2,yes,37,0.1,138,4,19,411.0,1226,2458,19,16.0,3,yes,no,yes,high_cost
229,1689,no,1.8,no,17,no,24,0.3,127,3,18,954.0,1200,2766,7,2.0,7,no,yes,yes,very_high_cost
230,1488,no,0.5,no,1,no,39,0.8,112,5,6,1528.0,1647,3054,14,10.0,19,no,no,no,very_high_cost
231,1313,yes,1.8,yes,4,no,9,0.4,105,1,6,416.0,1308,3791,11,10.0,6,no,yes,yes,very_high_cost
232,1715,no,1.0,yes,4,yes,31,0.5,83,8,17,638.0,1615,625,17,6.0,13,yes,no,no,low_cost
233,1442,no,1.0,yes,0,no,27,0.1,192,3,19,231.0,687,2227,6,5.0,20,yes,yes,no,medium_cost
234,528,no,1.7,no,12,yes,6,0.8,142,2,15,574.0,637,3256,9,8.0,6,yes,yes,no,high_cost
235,1523,yes,1.8,no,6,yes,11,0.1,129,1,8,148.0,1606,707,19,8.0,19,yes,yes,no,low_cost
236,1133,no,1.4,no,3,no,42,0.1,199,5,12,730.0,1543,1457,18,12.0,20,yes,no,yes,medium_cost
237,1718,yes,2.5,yes,14,yes,6,0.1,183,5,16,564.0,980,3755,7,1.0,8,yes,yes,yes,very_high_cost
238,1330,no,0.5,no,0,no,38,1.0,183,7,1,1290.0,1441,1733,9,5.616666666666666,11,yes,no,yes,medium_cost
239,1799,yes,0.5,no,0,no,49,0.4,107,4,2,632.0,1383,720,12,2.0,11,yes,yes,yes,low_cost
240,633,yes,2.2,no,0,yes,49,0.1,139,8,1,529.0,1009,3560,11,1.0,16,yes,yes,yes,high_cost
241,724,no,2.7,yes,0,no,44,0.5,187,7,0,1273.0,1754,2311,7,6.0,7,yes,no,no,high_cost
242,822,yes,0.5,no,0,yes,51,0.3,157,6,20,667.0,860,3846,10,1.0,3,yes,no,no,very_high_cost
243,1918,no,1.9,no,2,no,10,0.6,110,5,10,1170.0,1543,1717,7,1.0,16,yes,yes,yes,high_cost
244,1891,no,2.8,no,7,yes,37,0.4,129,7,14,169.0,1108,3704,8,6.0,11,yes,no,no,very_high_cost
245,1373,yes,1.0,yes,2,no,50,0.2,127,7,12,105.0,673,3800,8,3.0,14,yes,no,no,very_high_cost
246,862,yes,0.8,yes,3,no,23,0.4,165,2,15,793.0,1758,278,16,3.0,11,no,no,yes,low_cost
247,1273,no,1.0,no,3,yes,48,0.4,99,4,15,490.0,886,1767,18,15.0,11,yes,yes,no,medium_cost
248,957,yes,2.5,no,4,no,7,0.8,107,5,10,1201.0,1485,1846,12,5.0,7,yes,no,yes,medium_cost
249,1617,yes,1.3,yes,3,yes,30,0.7,105,2,4,246.0,1038,829,9,5.616666666666666,10,yes,no,no,low_cost
250,893,no,2.5,yes,0,no,55,0.6,183,2,1,417.0,946,2986,7,1.0,6,no,yes,yes,high_cost
251,1210,no,0.5,no,0,no,63,0.1,93,5,0,1177.0,1462,2394,17,9.0,7,no,no,no,high_cost
252,708,yes,2.7,yes,0,yes,63,1.0,195,8,7,78.0,654,2169,6,5.0,7,yes,yes,yes,medium_cost
253,835,no,1.1,yes,2,no,7,0.2,101,4,7,323.0,1604,1181,13,5.0,15,yes,yes,yes,low_cost
254,1450,yes,2.7,yes,9,no,19,0.6,131,1,17,707.0,1882,575,15,9.0,12,no,no,no,low_cost
255,973,yes,1.5,no,5,yes,57,0.2,190,7,16,457.0,1816,2977,6,4.0,2,yes,no,no,high_cost
256,601,yes,1.4,no,4,yes,4,0.1,154,4,13,356.0,765,532,12,8.0,10,yes,yes,yes,low_cost
257,507,yes,0.5,yes,1,no,32,0.5,141,7,11,936.0,1398,1702,17,5.616666666666666,5,yes,yes,yes,medium_cost
258,564,no,1.8,yes,0,yes,51,0.5,168,3,1,912.0,1980,1074,14,8.0,15,yes,yes,no,low_cost
259,1559,yes,1.6,yes,6,yes,6,0.5,162,6,17,179.0,1559,3352,9,1.0,3,yes,yes,yes,very_high_cost
260,754,no,0.5,yes,7,yes,59,0.7,178,7,10,1914.0,1928,1027,6,3.0,5,yes,no,no,medium_cost
261,728,no,2.7,yes,0,no,25,0.2,88,4,1,526.0,1529,2039,5,1.0,12,yes,yes,yes,medium_cost
262,1431,yes,0.5,no,0,yes,56,0.6,191,1,1,156.0,952,461,7,3.0,8,yes,no,no,low_cost
263,767,no,1.5,no,4,no,28,0.7,175,4,10,344.0,1517,527,10,5.616666666666666,15,no,yes,no,low_cost
264,1722,no,2.6,no,8,no,18,0.8,177,2,16,865.0,1741,3271,14,5.616666666666666,15,yes,no,yes,very_high_cost
265,1992,yes,1.6,no,5,yes,57,1.0,100,2,15,1552.0,1596,606,9,3.0,4,yes,yes,yes,medium_cost
266,1876,no,0.5,no,10,yes,40,0.3,86,6,14,546.0,1564,2513,10,8.0,16,yes,yes,no,very_high_cost
267,1054,no,1.1,yes,10,yes,38,0.4,136,6,12,1097.0,1222,1675,18,4.0,14,yes,yes,yes,medium_cost
268,1283,yes,1.6,yes,4,no,47,0.9,93,5,5,372.0,692,2698,9,6.0,17,yes,yes,no,high_cost
269,1281,yes,2.3,yes,0,no,28,0.3,148,1,6,1285.0,1617,1129,12,1.0,6,no,yes,no,medium_cost
270,1066,no,0.6,no,2,yes,7,0.9,114,7,18,1242.0,1571,468,19,13.0,6,yes,yes,no,low_cost
271,730,no,2.1,yes,0,yes,4,0.1,89,8,2,302.0,1247,1210,19,15.0,4,yes,yes,yes,low_cost
272,1053,yes,0.8,yes,7,yes,45,0.3,103,1,12,594.0,1767,3086,17,6.0,5,yes,yes,yes,very_high_cost
273,1611,yes,0.5,yes,11,no,3,0.6,98,3,14,303.0,714,1595,8,4.0,9,yes,no,yes,medium_cost
274,793,no,1.0,yes,5,yes,30,0.9,133,2,15,1858.0,1935,2332,17,13.0,14,yes,yes,yes,high_cost
275,1220,no,2.9,no,3,no,62,0.5,125,4,8,403.0,1933,2589,19,11.0,15,yes,yes,yes,high_cost
276,1662,no,0.5,no,0,yes,61,0.8,126,4,13,32.0,1509,3760,9,5.0,13,yes,yes,yes,very_high_cost
277,1281,yes,2.8,yes,3,yes,8,0.3,144,4,19,590.0,954,1851,8,2.0,9,yes,yes,no,medium_cost
278,538,no,0.8,no,12,yes,2,0.8,177,7,13,235.0,662,417,8,4.0,9,yes,no,yes,low_cost
279,823,yes,0.5,no,0,no,39,0.4,187,8,4,630.0,888,294,13,9.0,11,no,no,yes,low_cost
280,1733,yes,2.8,no,3,yes,36,1.0,119,6,20,357.0,527,3576,17,16.0,9,yes,no,no,very_high_cost
281,1429,no,1.5,yes,0,yes,40,0.9,100,3,14,246.0,820,3945,11,7.0,18,yes,no,yes,very_high_cost
282,1839,yes,1.2,no,9,yes,54,0.5,200,7,11,475.0,1493,927,19,10.0,18,yes,no,yes,medium_cost
283,659,no,2.7,no,6,yes,6,0.5,110,3,7,1054.0,1929,2044,15,5.0,2,yes,no,yes,medium_cost
284,1953,yes,2.1,yes,7,no,56,0.1,158,8,9,555.0,764,2334,11,5.0,4,yes,no,no,high_cost
285,1172,no,1.9,no,0,yes,27,0.7,164,1,3,607.0,1092,1477,12,5.616666666666666,6,yes,no,no,medium_cost
286,612,yes,1.9,yes,6,no,16,0.3,102,7,7,1360.0,1891,3161,8,4.0,3,no,no,no,very_high_cost
287,1563,no,2.4,no,0,yes,24,0.2,170,8,0,142.0,1699,3660,7,5.0,5,yes,yes,no,very_high_cost
288,1191,no,1.3,yes,16,yes,26,0.8,84,1,20,681.0,683,1604,14,3.0,9,yes,no,yes,medium_cost
289,615,yes,0.5,yes,0,no,42,0.6,163,6,4,104.0,1664,2211,7,4.0,18,no,no,yes,medium_cost
290,1893,yes,2.1,yes,8,no,63,0.2,134,2,11,637.0,763,3822,14,3.0,18,no,yes,yes,very_high_cost
291,1563,no,1.7,yes,10,no,16,0.1,151,7,13,410.0,572,3922,11,1.0,8,no,no,yes,very_high_cost
292,1995,yes,1.9,no,6,no,9,0.8,139,6,18,1830.0,1963,1203,14,12.0,18,yes,yes,yes,high_cost
293,1517,no,0.5,no,6,yes,48,0.6,143,5,14,802.0,1489,2822,15,5.0,11,yes,yes,yes,very_high_cost
294,832,no,1.6,yes,1,yes,34,0.3,108,5,5,311.0,1294,447,15,13.0,12,yes,yes,no,low_cost
295,1162,no,2.0,no,0,yes,56,0.7,114,7,1,56.0,997,1652,5,5.616666666666666,20,yes,no,no,medium_cost
296,1595,yes,2.6,no,7,no,12,0.3,121,8,19,344.0,655,3608,15,1.0,16,no,yes,no,very_high_cost
297,1329,yes,1.0,no,1,no,52,0.9,181,6,2,1053.0,1458,1228,8,6.0,6,yes,no,yes,medium_cost
298,928,yes,0.5,yes,11,no,56,0.7,80,8,13,221.0,1243,666,19,10.0,5,no,yes,no,low_cost
299,1656,yes,0.5,yes,8,yes,38,0.1,105,7,17,506.0,519,1499,12,8.0,19,yes,no,yes,medium_cost
300,1937,yes,1.7,no,17,no,58,0.6,189,1,19,1728.0,1767,3321,5,4.0,14,yes,yes,no,very_high_cost
301,977,yes,1.1,yes,2,no,57,0.6,181,6,7,63.0,566,1206,7,1.0,8,no,yes,yes,low_cost
302,768,yes,0.9,no,16,yes,56,0.1,113,1,20,418.0,515,952,19,3.0,16,yes,no,yes,low_cost
303,1464,yes,0.5,yes,11,no,12,0.9,117,2,14,854.0,1168,3927,5,3.0,15,no,yes,yes,very_high_cost
304,1177,no,0.9,no,1,yes,29,0.4,191,2,8,178.0,882,311,18,5.0,19,yes,no,no,low_cost
305,1348,no,2.0,no,18,no,52,0.3,98,3,20,1869.0,1942,955,18,11.0,7,yes,yes,yes,medium_cost
306,1956,no,2.2,no,0,yes,37,0.5,87,3,2,185.0,776,1109,13,1.0,19,yes,yes,no,medium_cost
307,1751,no,0.5,yes,6,no,8,0.6,178,6,20,170.0,564,2969,8,6.0,17,no,no,yes,high_cost
308,1530,no,2.0,no,11,no,42,0.8,177,6,13,454.0,1975,725,11,10.0,19,no,no,yes,low_cost
309,1997,yes,1.8,yes,1,no,40,0.5,185,4,8,866.0,1212,1655,7,6.0,15,yes,no,no,high_cost
310,1414,yes,1.5,yes,5,no,44,0.5,180,2,6,44.0,1118,3490,16,12.0,13,no,yes,no,very_high_cost
311,1707,no,1.4,no,0,no,41,0.8,80,7,2,1331.0,1388,1774,12,5.616666666666666,10,no,no,no,high_cost
312,894,no,0.5,yes,1,yes,50,0.5,199,3,14,1285.0,1462,3615,13,5.616666666666666,6,yes,no,yes,very_high_cost
313,645,no,1.2,no,6,yes,41,0.7,184,8,17,741.0,1130,714,18,2.0,13,yes,yes,no,low_cost
314,1163,no,2.8,yes,0,no,49,0.6,155,2,0,520.0,754,2768,19,2.0,12,no,no,yes,high_cost
315,1126,no,0.7,no,3,no,49,0.9,165,8,17,114.0,1726,3739,14,1.0,13,yes,no,no,very_high_cost
316,1648,no,0.7,no,6,yes,64,0.8,170,4,9,1153.0,1876,610,8,1.0,6,yes,yes,no,medium_cost
317,1170,yes,0.9,no,6,yes,14,0.4,199,2,13,474.0,709,715,18,5.0,20,yes,no,yes,low_cost
318,508,no,0.8,no,7,yes,42,0.3,94,1,8,39.0,557,663,13,12.0,7,yes,no,no,low_cost
319,1097,no,2.1,yes,6,no,64,0.2,161,3,8,419.0,1914,1725,14,5.0,9,yes,no,yes,medium_cost
320,728,no,1.7,yes,0,yes,5,0.6,101,2,20,584.0,775,834,16,5.616666666666666,5,yes,yes,no,low_cost
321,1980,no,0.5,yes,2,yes,29,0.8,177,1,13,312.0,1910,3865,12,10.0,18,yes,no,no,very_high_cost
322,1504,no,2.3,yes,1,no,64,0.9,182,1,2,19.0,1923,3059,6,5.0,10,no,yes,no,very_high_cost
323,1379,yes,2.1,yes,14,yes,63,1.0,83,1,17,207.0,1370,651,9,6.0,7,yes,yes,no,low_cost
324,1698,no,2.1,no,5,yes,18,0.9,160,6,20,363.0,994,796,13,3.0,14,yes,no,yes,low_cost
325,920,no,2.1,yes,5,no,25,0.4,115,7,14,209.0,1078,785,10,7.0,5,no,yes,yes,low_cost
326,1144,yes,1.5,yes,0,no,21,0.4,189,1,11,159.0,724,3252,16,5.616666666666666,8,no,no,no,high_cost
327,1995,yes,0.5,no,6,no,26,0.2,129,1,15,649.0,1104,1322,15,11.0,7,no,yes,yes,medium_cost
328,1430,no,0.5,yes,1,no,27,0.5,183,1,16,1132.0,1182,2832,7,1.0,15,no,yes,yes,high_cost
329,972,yes,0.5,yes,5,no,13,0.4,193,5,8,1392.0,1795,1615,11,6.0,13,no,yes,no,medium_cost
330,662,no,0.5,no,5,no,20,0.8,138,1,10,1001.0,1224,2125,17,15.0,15,no,yes,yes,medium_cost
331,1867,no,2.3,no,0,yes,9,0.1,191,6,3,712.0,1442,990,6,1.0,2,yes,no,yes,medium_cost
332,1730,no,2.0,yes,0,yes,20,0.1,143,4,10,418.0,1023,1595,14,5.616666666666666,12,yes,yes,no,medium_cost
333,1723,yes,1.0,no,1,yes,7,0.6,126,3,17,384.0,1361,1213,5,5.616666666666666,16,yes,yes,yes,medium_cost
334,1882,yes,1.3,yes,8,no,47,0.2,140,2,13,119.0,652,2500,17,1.0,11,no,no,yes,high_cost
335,803,no,0.8,yes,0,no,18,0.3,106,4,1,627.0,935,2801,18,15.0,12,no,yes,no,high_cost
336,580,yes,1.2,yes,0,no,47,0.9,91,3,1,1086.0,1345,3451,15,1.0,11,yes,yes,no,very_high_cost
337,668,no,2.3,no,2,yes,48,0.3,114,1,19,195.0,1292,1201,14,12.0,4,yes,yes,no,low_cost
338,1391,no,1.4,no,2,yes,36,0.8,182,1,6,14.0,1256,3139,14,7.0,14,yes,yes,no,high_cost
339,1560,no,2.3,no,0,yes,22,0.8,169,7,1,745.0,1364,1938,15,11.0,16,yes,yes,yes,high_cost
340,821,no,1.8,yes,5,no,54,0.1,109,3,9,253.0,1786,3185,8,4.0,15,yes,no,no,high_cost
341,811,yes,2.4,yes,5,yes,2,0.3,106,6,13,333.0,1429,2111,18,7.0,2,yes,no,yes,medium_cost
342,1989,yes,2.9,yes,8,no,17,0.1,193,8,15,629.0,682,2369,7,5.616666666666666,18,yes,yes,no,high_cost
343,1034,yes,2.7,yes,6,no,37,0.7,120,7,20,707.0,1199,3625,17,1.0,12,no,yes,yes,very_high_cost
344,618,no,2.1,no,2,no,6,0.3,86,1,4,1314.0,1688,1051,13,10.0,15,no,no,yes,low_cost
345,654,yes,1.3,no,0,yes,52,0.7,196,4,4,1715.0,1898,1036,17,4.0,13,yes,no,no,medium_cost
346,576,yes,2.8,no,2,yes,10,0.2,184,5,7,513.0,1438,2938,6,5.616666666666666,5,yes,yes,yes,high_cost
347,667,yes,0.6,no,6,yes,3,0.7,185,6,13,13.0,1463,2855,5,5.616666666666666,19,yes,no,yes,high_cost
348,869,yes,1.0,no,7,yes,57,0.6,118,1,15,1243.0,1584,2727,13,3.0,8,yes,no,no,high_cost
349,635,yes,0.5,yes,2,no,42,0.4,149,3,4,300.0,1059,2973,12,5.0,18,no,no,yes,high_cost
350,609,yes,3.0,no,15,yes,44,0.3,117,1,16,58.0,1253,2581,15,11.0,15,yes,no,yes,medium_cost
351,1557,no,2.8,yes,16,no,2,0.1,123,5,20,1107.0,1442,2690,18,16.0,9,no,no,yes,very_high_cost
352,1604,yes,1.7,no,2,no,33,1.0,191,8,5,134.0,939,916,13,10.0,12,no,yes,yes,low_cost
353,1182,no,0.5,no,7,yes,8,0.5,138,8,16,275.0,986,2563,19,17.0,19,yes,no,no,high_cost
354,848,yes,2.1,yes,10,yes,19,0.8,148,7,18,176.0,1029,3359,10,5.616666666666666,14,yes,no,no,high_cost
355,1610,yes,2.9,no,7,yes,64,0.9,181,4,12,1236.0,1280,941,8,4.0,9,yes,yes,no,medium_cost
356,1828,yes,2.1,yes,0,no,17,0.9,199,1,1,336.0,898,2280,17,14.0,4,no,no,no,high_cost
357,880,no,2.0,yes,1,yes,50,0.5,194,7,3,1116.0,1381,827,15,9.0,6,yes,no,yes,low_cost
358,1394,yes,0.9,yes,10,yes,62,0.3,175,5,13,1010.0,1565,473,11,1.0,20,yes,yes,no,low_cost
359,1960,yes,2.3,yes,1,yes,61,0.3,86,7,3,205.0,1299,3865,10,7.0,11,yes,no,no,very_high_cost
360,809,no,0.8,no,10,no,21,0.9,91,7,19,1453.0,1726,1274,18,7.0,3,no,no,no,medium_cost
361,899,no,0.5,yes,13,yes,57,0.9,172,2,18,788.0,1331,364,11,1.0,7,yes,yes,no,low_cost
362,1976,yes,0.7,yes,4,no,32,0.8,171,2,7,1301.0,1922,3699,17,11.0,13,no,yes,yes,very_high_cost
363,879,no,1.5,yes,0,yes,21,0.8,187,4,2,463.0,1038,2927,14,13.0,11,yes,no,yes,high_cost
364,916,yes,2.6,no,0,no,36,0.3,195,4,12,188.0,992,1470,13,5.616666666666666,14,no,yes,no,low_cost
365,763,no,1.7,yes,8,yes,2,0.5,92,8,14,1028.0,1186,1050,6,4.0,8,yes,yes,no,low_cost
366,508,no,1.6,yes,0,no,9,0.4,162,6,2,1419.0,1920,2616,18,8.0,10,yes,yes,yes,high_cost
367,825,no,2.9,yes,0,no,34,0.8,99,8,17,1471.0,1866,2915,8,2.0,10,yes,yes,no,very_high_cost
368,1864,no,1.4,no,8,yes,46,0.7,178,1,12,168.0,981,2686,11,7.0,18,yes,yes,yes,high_cost
369,1725,no,0.5,yes,8,yes,52,1.0,185,6,12,1125.0,1195,1243,19,18.0,5,yes,yes,yes,medium_cost
370,1108,yes,2.9,no,10,no,52,0.1,183,2,12,130.0,1706,3264,16,1.0,13,no,yes,yes,very_high_cost
371,1011,no,1.1,no,4,yes,36,0.2,131,7,18,481.0,749,2261,7,6.0,16,yes,yes,yes,medium_cost
372,1703,yes,1.5,yes,17,yes,55,0.7,138,5,19,1411.0,1711,2993,5,1.0,20,yes,yes,yes,very_high_cost
373,1067,yes,1.7,yes,0,no,58,0.5,135,7,0,79.0,681,706,12,9.0,16,no,yes,no,low_cost
374,1334,yes,2.4,no,5,yes,42,0.6,115,5,14,1187.0,1974,2542,10,1.0,8,yes,no,no,very_high_cost
375,775,yes,2.6,no,0,no,30,0.4,189,7,10,561.0,1510,2523,17,16.0,9,yes,no,yes,high_cost
376,1899,yes,0.6,no,0,no,26,0.1,151,2,0,96.0,814,336,13,11.0,4,yes,no,yes,low_cost
377,930,yes,1.3,yes,1,yes,14,0.4,97,6,10,77.0,1025,2457,11,7.0,17,yes,yes,no,medium_cost
378,1058,no,1.5,no,2,no,19,0.4,166,4,14,493.0,1247,418,9,7.0,16,no,no,yes,low_cost
379,1187,yes,2.2,no,0,yes,46,0.4,145,2,9,1173.0,1814,3917,13,11.0,8,yes,no,yes,very_high_cost
380,1874,yes,2.7,yes,10,no,8,0.9,166,7,13,964.0,1233,1246,8,1.0,2,no,no,yes,medium_cost
381,1482,no,0.5,no,2,no,48,0.2,142,7,10,634.0,642,2971,12,8.0,12,yes,yes,yes,high_cost
382,1809,yes,1.7,no,3,yes,59,0.1,174,3,4,639.0,721,2324,10,6.0,16,yes,no,yes,high_cost
383,864,yes,3.0,yes,0,yes,54,0.7,187,2,1,127.0,1670,3121,18,2.0,16,yes,yes,yes,high_cost
384,625,yes,1.9,no,12,yes,33,0.2,191,1,20,431.0,550,3801,10,6.0,2,yes,no,no,high_cost
385,1880,yes,1.8,no,4,yes,18,0.7,138,3,5,71.0,699,3333,17,15.0,7,yes,no,no,very_high_cost
386,1138,no,1.4,no,12,yes,44,0.2,187,8,17,111.0,1138,3475,19,3.0,3,yes,no,no,very_high_cost
387,560,no,0.5,no,14,no,23,1.0,146,8,15,356.0,1903,2360,17,16.0,18,no,yes,yes,medium_cost
388,1117,no,0.5,no,1,no,12,0.6,144,7,8,798.0,817,2895,7,6.0,16,yes,yes,no,high_cost
389,1712,no,1.4,no,1,no,63,0.5,137,7,12,747.0,1126,3652,16,1.0,19,yes,no,no,very_high_cost
390,1836,yes,1.7,yes,3,no,26,0.1,134,6,16,408.0,1139,3097,5,5.616666666666666,18,no,yes,no,very_high_cost
391,1036,yes,2.4,no,0,no,39,0.2,119,7,3,373.0,926,2101,10,7.0,2,no,yes,no,medium_cost
392,1860,yes,2.3,no,15,no,23,0.6,162,4,16,1362.0,1506,3918,9,2.0,8,no,yes,no,very_high_cost
393,1375,yes,1.1,no,3,yes,9,0.9,145,7,19,475.0,726,3869,19,18.0,10,yes,yes,yes,very_high_cost
394,1945,no,1.6,yes,0,yes,57,0.3,195,4,1,743.0,1753,732,14,1.0,14,yes,yes,no,medium_cost
395,1896,no,0.5,yes,8,yes,7,0.4,141,2,13,447.0,794,3684,9,7.0,18,yes,no,no,very_high_cost
396,788,no,2.5,yes,4,yes,57,0.9,91,8,12,42.0,1161,3969,12,8.0,6,yes,yes,yes,very_high_cost
397,880,yes,1.7,yes,0,no,33,0.7,173,2,2,30.0,1350,1414,12,1.0,7,yes,yes,no,low_cost
398,1323,yes,2.5,yes,10,yes,28,0.2,131,4,12,162.0,619,1892,10,5.616666666666666,15,yes,yes,yes,medium_cost
399,1868,no,2.0,yes,0,yes,42,0.2,169,1,4,347.0,660,3131,8,3.0,7,yes,yes,yes,very_high_cost
400,1266,no,1.9,yes,0,yes,7,0.2,184,3,12,346.0,1468,2532,10,5.0,4,yes,yes,yes,high_cost
401,1042,no,2.7,yes,16,yes,50,0.8,93,7,18,727.0,1705,3215,18,5.616666666666666,20,yes,yes,yes,very_high_cost
402,1479,no,0.5,no,8,no,19,0.6,156,3,10,180.0,1476,3323,13,12.0,6,yes,no,yes,very_high_cost
403,1476,yes,1.2,yes,0,yes,55,0.1,171,4,5,1641.0,1666,1529,13,8.0,3,yes,no,yes,high_cost
404,1552,yes,2.2,no,6,yes,13,0.2,123,6,9,269.0,1026,2403,9,2.0,9,yes,yes,yes,high_cost
405,1454,yes,0.5,yes,1,no,34,0.7,83,4,3,250.0,1033,3419,7,5.0,5,yes,yes,no,very_high_cost
406,1007,no,2.0,no,0,no,45,0.1,95,5,2,1186.0,1529,3648,9,5.616666666666666,16,no,no,no,very_high_cost
407,652,yes,2.4,yes,9,yes,17,0.7,173,5,11,77.0,559,1974,12,10.0,12,yes,no,no,low_cost
408,1504,no,1.5,no,12,yes,34,0.7,142,8,15,507.0,973,2806,7,2.0,7,yes,no,yes,high_cost
409,1726,yes,0.9,yes,2,no,51,0.6,193,4,3,379.0,1223,2239,13,9.0,13,yes,no,yes,high_cost
410,1029,yes,1.9,yes,5,yes,5,0.2,171,5,8,264.0,956,582,15,7.0,4,yes,yes,yes,low_cost
411,1582,no,2.8,no,2,yes,44,0.5,112,6,13,1486.0,1797,3890,17,10.0,10,yes,yes,yes,very_high_cost
412,1478,yes,0.8,yes,12,no,48,0.7,99,5,17,694.0,882,1141,5,2.0,6,no,no,yes,medium_cost
413,1178,yes,1.3,no,0,no,49,0.6,101,5,0,579.0,596,2511,6,3.0,17,no,no,no,high_cost
414,707,no,2.1,yes,2,no,25,0.8,131,3,17,495.0,574,3838,9,2.0,7,yes,no,yes,very_high_cost
415,755,yes,2.8,no,5,yes,51,0.3,186,4,12,315.0,990,2734,10,1.0,16,yes,no,yes,high_cost
416,912,yes,2.0,no,1,no,54,0.3,161,8,5,329.0,1053,2330,19,5.0,20,no,yes,no,medium_cost
417,651,yes,0.8,yes,2,yes,63,0.2,176,5,4,548.0,858,2244,14,9.0,19,yes,yes,no,medium_cost
418,1483,no,2.1,no,1,yes,54,0.2,176,7,2,531.0,758,1851,15,13.0,2,yes,yes,no,medium_cost
419,914,yes,0.9,no,2,no,4,0.8,100,2,12,191.0,1495,808,11,7.0,5,yes,yes,no,low_cost
420,1456,yes,0.5,yes,7,no,7,0.4,105,5,12,823.0,1104,1587,6,5.0,20,yes,no,yes,medium_cost
421,1178,no,2.2,yes,6,no,57,0.3,84,3,17,96.0,1352,2492,16,14.0,10,yes,yes,no,high_cost
422,1503,yes,0.7,no,10,yes,43,0.2,166,4,14,841.0,1304,2122,15,1.0,2,yes,no,no,high_cost
423,1681,yes,2.5,no,2,no,11,0.4,158,2,13,195.0,1205,1122,12,6.0,16,no,yes,yes,low_cost
424,715,no,2.3,yes,4,no,48,0.1,160,4,6,21.0,562,3709,14,2.0,10,no,no,no,high_cost
425,1876,no,2.8,yes,3,yes,56,0.4,182,3,4,235.0,585,3021,12,2.0,18,yes,no,no,high_cost
426,1190,yes,2.2,yes,9,no,47,0.3,186,6,10,1417.0,1441,624,9,3.0,19,yes,yes,yes,low_cost
427,1755,yes,1.3,no,0,yes,24,0.1,134,7,2,286.0,1075,3937,8,1.0,7,yes,no,yes,very_high_cost
428,1197,no,1.3,no,3,yes,20,0.5,149,6,7,649.0,1629,1797,19,5.0,4,yes,yes,yes,medium_cost
429,1048,yes,0.9,no,10,yes,28,0.8,194,2,19,966.0,1975,1458,5,1.0,15,yes,no,yes,medium_cost
430,1887,yes,3.0,yes,6,yes,17,0.2,126,8,7,1172.0,1798,3348,18,16.0,16,yes,yes,no,very_high_cost
431,1772,yes,0.5,yes,3,no,64,0.7,116,8,15,270.0,545,1834,5,2.0,20,no,yes,yes,medium_cost
432,1421,no,2.8,no,0,yes,57,0.4,165,1,2,781.0,1657,2775,13,8.0,14,yes,no,yes,very_high_cost
433,1464,no,0.5,yes,0,yes,17,0.7,153,6,8,418.0,1341,1277,13,6.0,19,yes,no,no,medium_cost
434,728,no,2.3,yes,4,no,23,0.8,111,4,5,126.0,817,457,17,10.0,16,yes,yes,yes,low_cost
435,954,yes,0.5,no,0,no,50,0.3,134,2,11,228.0,1058,438,17,5.616666666666666,2,yes,no,no,low_cost
436,685,no,0.5,yes,8,yes,13,0.8,82,7,15,1091.0,1203,3210,15,7.0,2,yes,yes,yes,very_high_cost
437,1472,no,2.8,yes,1,no,36,0.5,130,6,10,1452.0,1744,985,12,11.0,7,yes,yes,no,medium_cost
438,853,yes,2.0,no,10,yes,3,0.6,200,2,16,674.0,740,3701,15,8.0,8,yes,yes,no,very_high_cost
439,1469,no,2.1,no,0,no,8,0.7,123,7,0,398.0,1133,1052,8,1.0,3,no,yes,no,low_cost
440,1310,yes,2.3,yes,6,no,57,0.9,135,8,9,449.0,889,1175,16,5.616666666666666,8,no,no,no,low_cost
441,1654,no,1.8,no,1,no,11,0.3,146,7,2,1184.0,1719,1070,8,1.0,14,yes,yes,yes,medium_cost
442,902,yes,0.7,no,3,no,3,0.3,134,7,9,675.0,1285,3411,12,11.0,15,no,no,yes,very_high_cost
443,1448,no,1.4,yes,13,no,26,1.0,156,3,16,1792.0,1850,1175,12,9.0,6,no,yes,no,medium_cost
444,1631,no,0.9,yes,2,yes,3,0.1,198,7,12,177.0,1905,301,13,5.0,13,yes,no,no,low_cost
445,1608,no,1.8,yes,7,no,28,0.4,183,2,13,1013.0,1158,489,15,11.0,8,no,no,yes,low_cost
